Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-10-13 00:00:00-04:00,24.177988493513045,24.673438797353256,23.987430572509766,23.987430572509766,42110200,0.0,0.0
2014-10-14 00:00:00-04:00,24.3837849227723,24.902101109051767,24.170359584534044,24.498119354248047,68671000,0.0,0.0
2014-10-15 00:00:00-04:00,23.278552504401127,24.124628546086296,22.60016542843356,23.84260368347168,92305200,0.0,0.0
2014-10-16 00:00:00-04:00,23.54533149225763,24.017915680463226,23.438619543305933,23.514842987060547,47787400,0.0,0.0
2014-10-17 00:00:00-04:00,23.78162090037972,24.170357645442223,23.606306568751098,23.918821334838867,37504500,0.0,0.0
2014-10-20 00:00:00-04:00,23.65966199790287,24.16273457676438,23.552948619406745,24.071266174316406,30523700,0.0,0.0
2014-10-21 00:00:00-04:00,24.13986731581567,24.86398623810469,24.071266376862688,24.856365203857422,33278400,0.0,0.0
2014-10-22 00:00:00-04:00,24.89447587822992,25.054543764552005,24.55909512960052,24.597206115722656,26725600,0.0,0.0
2014-10-23 00:00:00-04:00,24.940217785913163,25.08504073677993,24.848747904403197,24.917348861694336,22254900,0.0,0.0
2014-10-24 00:00:00-04:00,24.940218135961658,25.40517986327393,24.82588223631078,25.290843963623047,27814300,0.0,0.0
2014-10-27 00:00:00-04:00,25.214612922208364,25.382301831799662,24.97832017129479,25.306079864501953,23751900,0.0,0.0
2014-10-28 00:00:00-04:00,25.328949859784135,25.72531054901677,25.328949859784135,25.717689514160156,21857800,0.0,0.0
2014-10-29 00:00:00-04:00,25.732933900902438,25.893004724125515,25.542376027825703,25.854890823364258,24615200,0.0,0.0
2014-10-30 00:00:00-04:00,25.59573129312375,25.618597304205814,24.69629802659094,24.833499908447266,55217900,0.0,0.0
2014-10-31 00:00:00-04:00,25.717690590050562,25.92349052429199,24.871613209147302,25.923490524291992,52089700,0.0,0.0
2014-11-03 00:00:00-05:00,25.771048699793035,26.281742421748984,25.755803720493716,26.152164459228516,28703600,0.0,0.0
