Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-10-13 00:00:00-04:00,59.12435746683403,59.90776108755215,58.76179180821053,58.81358337402344,14451100,0.0,0.0
2014-10-14 00:00:00-04:00,59.23440785661384,59.71351801315231,58.308566526526675,58.625816345214844,23120500,0.0,0.0
2014-10-15 00:00:00-04:00,57.62229854999224,58.664679851513,56.26914806740433,58.41217803955078,24703500,0.0,0.0
2014-10-16 00:00:00-04:00,57.350358455905265,59.09197240402456,57.09138091675577,58.65818786621094,25212600,0.0,0.0
2014-10-17 00:00:00-04:00,59.00133841596097,59.72647462872887,58.593452074796346,59.05313491821289,18189200,0.0,0.0
2014-10-20 00:00:00-04:00,58.677612388530136,59.493389936792866,58.677612388530136,59.41569519042969,10821700,0.0,0.0
2014-10-21 00:00:00-04:00,60.12142083687671,60.87892624104634,59.797700072060266,60.63290023803711,15757000,0.0,0.0
2014-10-22 00:00:00-04:00,60.8335964469167,61.241482771422085,60.199106608797216,60.29621887207031,12733600,0.0,0.0
2014-10-23 00:00:00-04:00,61.06019614152335,61.49398562855172,60.77532528776263,60.93070983886719,11345100,0.0,0.0
2014-10-24 00:00:00-04:00,60.98250927566583,61.20263698871059,60.354490304377094,61.17673873901367,9734100,0.0,0.0
2014-10-27 00:00:00-04:00,60.76237143791528,60.76237143791528,60.06313357452555,60.671730041503906,11387700,0.0,0.0
2014-10-28 00:00:00-04:00,61.144339086474034,61.63639076614934,60.814142742272864,61.57164764404297,12564100,0.0,0.0
2014-10-29 00:00:00-04:00,61.778847802650986,62.141418290403124,60.61345642372052,61.24147033691406,12409100,0.0,0.0
2014-10-30 00:00:00-04:00,60.77532090343504,61.29327101628062,60.354483040782995,61.15083312988281,9767900,0.0,0.0
2014-10-31 00:00:00-04:00,61.500466903650015,62.73060674560246,61.060206484622405,62.61406707763672,17493700,0.0,0.0
2014-11-03 00:00:00-05:00,62.51694481630967,62.866563791976006,61.37745142108559,61.67527389526367,13410000,0.0,0.0
2014-11-04 00:00:00-05:00,61.18320126645371,61.43570297175164,60.78826168850875,61.19614791870117,13498500,0.0,0.0
2014-11-05 00:00:00-05:00,61.74001614829776,62.00546457026227,61.280333318389516,61.5522575378418,12480000,0.0,0.0
2014-11-06 00:00:00-05:00,61.62347403140007,62.42630000231823,61.04077577041674,62.32271194458008,14731400,0.0,0.0
2014-11-07 00:00:00-05:00,62.47271345600861,63.35959159508954,62.420542983062646,62.98788070678711,13233500,0.69,0.0
2014-11-10 00:00:00-05:00,63.17045645799997,63.320440299024945,62.648761851677506,62.78570556640625,9087600,0.0,0.0
2014-11-11 00:00:00-05:00,62.45965107140104,62.9356977986524,62.34879257849619,62.870487213134766,7990000,0.0,0.0
2014-11-12 00:00:00-05:00,62.53790978418775,62.86396770279639,62.02273767575621,62.19880676269531,11592800,0.0,0.0
2014-11-13 00:00:00-05:00,61.924925609173584,62.0879545850745,61.18803642919127,61.72929382324219,12355400,0.0,0.0
2014-11-14 00:00:00-05:00,61.86622803357609,62.02273443325649,61.722761760848755,62.00968933105469,9352500,0.0,0.0
2014-11-17 00:00:00-05:00,61.853195503450245,62.04230972182513,61.422801573036516,62.02274703979492,8704400,0.0,0.0
2014-11-18 00:00:00-05:00,62.00316609070732,62.44008244482562,61.644500441656,61.8662223815918,9263200,0.0,0.0
