Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-10-13 00:00:00-04:00,77.10484862485883,77.10484862485883,75.25056101805255,75.3265609741211,10334600,0.0,0.0
2014-10-14 00:00:00-04:00,76.39807747396445,76.67926218342627,72.45391937764231,73.7230453491211,20807400,0.0,0.0
2014-10-15 00:00:00-04:00,72.99348387506683,75.02255687974281,72.27152508677196,74.63497924804688,21905900,0.0,0.0
2014-10-16 00:00:00-04:00,73.69262592345926,74.47537640081141,73.33544717018674,73.54823303222656,14575300,0.0,0.0
2014-10-17 00:00:00-04:00,74.12580477908394,75.34932938249746,73.95101306517613,75.0073471069336,12272900,0.0,0.0
2014-10-20 00:00:00-04:00,75.10615782625628,75.38733673095703,74.71858016536609,75.38733673095703,7988900,0.0,0.0
2014-10-21 00:00:00-04:00,75.86611618243023,76.2840868911099,75.49373500450211,76.26889038085938,7287300,0.0,0.0
2014-10-22 00:00:00-04:00,76.8312583733779,77.3556278753964,76.39048417741982,76.92245483398438,9360100,0.0,0.0
2014-10-23 00:00:00-04:00,77.71281669019258,78.25998392774727,77.46963189549972,77.9939956665039,7570400,0.0,0.0
2014-10-24 00:00:00-04:00,78.23714776194366,78.49553475967723,77.67478424637827,78.37393951416016,5973100,0.0,0.0
2014-10-27 00:00:00-04:00,78.32835722475275,79.21750086306459,78.30555956192138,79.08831024169922,7043900,0.0,0.0
2014-10-28 00:00:00-04:00,79.4531032869007,79.6430915723328,78.70074550204227,79.63549041748047,10347800,0.0,0.0
2014-10-29 00:00:00-04:00,79.79507782618626,80.22064971923828,79.68868485292325,80.22064971923828,8188300,0.0,0.0
2014-10-30 00:00:00-04:00,79.9242457799102,81.35296095474516,79.726662198779,81.3453598022461,9068300,0.0,0.0
2014-10-31 00:00:00-04:00,82.02934828281857,82.2117354229798,81.51257988737623,81.90775299072266,10800100,0.0,0.0
2014-11-03 00:00:00-05:00,81.94576610839886,82.16615326217317,81.125015149098,81.66458129882812,7082600,0.0,0.0
2014-11-04 00:00:00-05:00,81.99133613974361,82.62969973256985,81.57335963265609,82.54610443115234,9349000,0.0,0.0
2014-11-05 00:00:00-05:00,82.87288134996085,83.03247079263922,82.03692836738628,82.69808959960938,6966800,0.0,0.0
